source,source_txn_id,order_ref,amount,currency,txn_time,status,description
RAZORPAY,pay_S4rJaH8mfpUAFJ,ORD-2026-0029,17900.00,INR,2026-08-03T21:38:00Z,captured,Razorpay payment captured for ORD-2026-0029
RAZORPAY,pay_VJvwSDrtqohUmu,ORD-2026-0030,28800.00,INR,2026-08-03T23:27:00Z,captured,Razorpay payment captured for ORD-2026-0030
RAZORPAY,pay_taTIircdJsS8iO,ORD-2026-0031,12100.00,INR,2026-08-04T01:11:00Z,captured,Razorpay payment captured for ORD-2026-0031
RAZORPAY,pay_eKORdjjZK8tfph,ORD-2026-0032,3800.50,INR,2026-08-04T03:31:00Z,captured,Razorpay payment captured for ORD-2026-0032
RAZORPAY,pay_9Vg8WnOnqQfkpl,ORD-2026-0033,29600.00,INR,2026-08-04T05:39:00Z,captured,Razorpay payment captured for ORD-2026-0033
RAZORPAY,pay_YYOLQZ7mBhIoPj,ORD-2026-0034,4100.00,INR,2026-08-04T07:16:00Z,captured,Razorpay payment captured for ORD-2026-0034
RAZORPAY,pay_fMc4BVuMqbfo9R,ORD-2026-0035,14400.50,INR,2026-08-04T09:28:00Z,captured,Razorpay payment captured for ORD-2026-0035
RAZORPAY,pay_wAvuQg2kvASFsQ,ORD-2026-0036,25600.00,INR,2026-08-04T11:30:00Z,captured,Razorpay payment captured for ORD-2026-0036
RAZORPAY,pay_xNWFOCWdnrJi7s,ORD-2026-0037,3200.00,INR,2026-08-04T13:33:00Z,captured,Razorpay payment captured for ORD-2026-0037
RAZORPAY,pay_P1jF7TsGTrA1EE,ORD-2026-0038,6300.50,INR,2026-08-04T15:07:00Z,captured,Razorpay payment captured for ORD-2026-0038
RAZORPAY,pay_Ut1LLQF3jCIEwv,ORD-2026-0039,14100.00,INR,2026-08-04T17:18:00Z,captured,Razorpay payment captured for ORD-2026-0039
RAZORPAY,pay_QY0PjF9ciG9Lv3,ORD-2026-0040,36600.50,INR,2026-08-04T19:24:00Z,captured,Razorpay payment captured for ORD-2026-0040
RAZORPAY,pay_2v2R2Iy9uOT4WF,ORD-2026-0041,35900.50,INR,2026-08-04T21:05:00Z,captured,Razorpay payment captured for ORD-2026-0041
RAZORPAY,pay_YdswxBjpHAKRYl,ORD-2026-0042,1900.00,INR,2026-08-04T23:20:00Z,captured,Razorpay payment captured for ORD-2026-0042
RAZORPAY,pay_5sRIkeC8wLtO9B,ORD-2026-0043,13500.00,INR,2026-08-05T01:29:00Z,captured,Razorpay payment captured for ORD-2026-0043
RAZORPAY,pay_aK3RXVd6MVF155,ORD-2026-0044,1600.50,INR,2026-08-05T03:17:00Z,captured,Razorpay payment captured for ORD-2026-0044
RAZORPAY,pay_f6suVAlmiYI4xH,ORD-2026-0045,30100.00,INR,2026-08-05T05:08:00Z,captured,Razorpay payment captured for ORD-2026-0045
RAZORPAY,pay_aqIhDxRVRqLy0O,ORD-2026-0046,19200.00,INR,2026-08-05T07:25:00Z,captured,Razorpay payment captured for ORD-2026-0046
RAZORPAY,pay_8ctFhgp4IiyDxQ,ORD-2026-0047,6400.00,INR,2026-08-05T09:02:00Z,captured,Razorpay payment captured for ORD-2026-0047
RAZORPAY,pay_gRxI5Pwdzrm9h8,ORD-2026-0048,23200.00,INR,2026-08-05T11:23:00Z,captured,Razorpay payment captured for ORD-2026-0048
RAZORPAY,pay_XjY5Mar2jiIqZl,ORD-2026-0049,11500.00,INR,2026-08-05T13:21:00Z,captured,Razorpay payment captured for ORD-2026-0049
RAZORPAY,pay_ECXxGLgCGo8NcU,ORD-2026-0050,27400.00,INR,2026-08-05T15:04:00Z,captured,Razorpay payment captured for ORD-2026-0050
RAZORPAY,pay_irNOLJTuyMHsDG,ORD-2026-0051,31600.00,INR,2026-08-05T17:04:00Z,captured,Razorpay payment captured for ORD-2026-0051
RAZORPAY,pay_BuQqx9jR7Eef1f,ORD-2026-0052,37800.00,INR,2026-08-05T19:20:00Z,captured,Razorpay payment captured for ORD-2026-0052
RAZORPAY,pay_9sMtwgKGnjQEo2,ORD-2026-0053,34500.50,INR,2026-08-05T21:03:00Z,captured,Razorpay payment captured for ORD-2026-0053
RAZORPAY,pay_lrSWt6vwal3jKQ,ORD-2026-0054,34100.00,INR,2026-08-05T23:01:00Z,captured,Razorpay payment captured for ORD-2026-0054
RAZORPAY,pay_Mf4djkWNdRfrCQ,ORD-2026-0055,37400.00,INR,2026-08-06T01:36:00Z,captured,Razorpay payment captured for ORD-2026-0055
RAZORPAY,pay_ozMdant8nXiWqs,ORD-2026-0056,25400.00,INR,2026-08-06T03:02:00Z,captured,Razorpay payment captured for ORD-2026-0056
RAZORPAY,pay_bD6e3uKBKzTOAs,ORD-2026-0057,20800.00,INR,2026-08-06T05:27:00Z,captured,Razorpay payment captured for ORD-2026-0057
RAZORPAY,pay_3tVvovXkeGOhHG,ORD-2026-0058,21000.00,INR,2026-08-06T07:25:00Z,captured,Razorpay payment captured for ORD-2026-0058
RAZORPAY,pay_WKWLCR74KPONu3,ORD-2026-0059,40000.50,INR,2026-08-06T09:29:00Z,captured,Razorpay payment captured for ORD-2026-0059
RAZORPAY,pay_dx1seP32fNMGyD,ORD-2026-0060,24100.50,INR,2026-08-06T11:02:00Z,captured,Razorpay payment captured for ORD-2026-0060
RAZORPAY,pay_PlcpTCCHHNkxx6,ORD-2026-0061,18000.00,INR,2026-08-06T13:32:00Z,captured,Razorpay payment captured for ORD-2026-0061
RAZORPAY,pay_fLQj6wt9PSQziM,ORD-2026-0062,37500.00,INR,2026-08-06T15:21:00Z,captured,Razorpay payment captured for ORD-2026-0062
RAZORPAY,pay_8XFmoijes2YgGX,ORD-2026-0063,9700.00,INR,2026-08-06T17:21:00Z,captured,Razorpay payment captured for ORD-2026-0063
RAZORPAY,pay_RUpCNsWVYCoIpt,ORD-2026-0064,2700.50,INR,2026-08-06T19:23:00Z,captured,Razorpay payment captured for ORD-2026-0064
RAZORPAY,pay_PE3xJ7gT2H2hsf,ORD-2026-0065,7500.00,INR,2026-08-06T21:03:00Z,captured,Razorpay payment captured for ORD-2026-0065
RAZORPAY,pay_yfxobu7g1TPvYj,ORD-2026-0066,26200.00,INR,2026-08-06T23:15:00Z,captured,Razorpay payment captured for ORD-2026-0066
RAZORPAY,pay_XspthdpAOYNDeh,ORD-2026-0067,28500.50,INR,2026-08-07T01:07:00Z,captured,Razorpay payment captured for ORD-2026-0067
RAZORPAY,pay_QQfHxe9HIGYGJb,ORD-2026-0068,29700.50,INR,2026-08-07T03:11:00Z,captured,Razorpay payment captured for ORD-2026-0068
RAZORPAY,pay_v0Pl1XRDSEOlZi,ORD-2026-0069,2700.00,INR,2026-08-07T05:34:00Z,captured,Razorpay payment captured for ORD-2026-0069
RAZORPAY,pay_w3Xd3PvrhZxB4z,ORD-2026-0070,2300.00,INR,2026-08-07T07:18:00Z,captured,Razorpay payment captured for ORD-2026-0070
RAZORPAY,pay_gfuQstCMTBkSCw,ORD-2026-0071,9700.00,INR,2026-08-07T09:20:00Z,captured,Razorpay payment captured for ORD-2026-0071
RAZORPAY,pay_iepXPxxy8KcMjR,ORD-2026-0072,31600.50,INR,2026-08-07T11:02:00Z,captured,Razorpay payment captured for ORD-2026-0072
RAZORPAY,pay_Hy6JhqXqTCnNsS,ORD-2026-0073,1800.00,INR,2026-08-07T13:31:00Z,captured,Razorpay payment captured for ORD-2026-0073
RAZORPAY,pay_GohmYipYFbxJKx,ORD-2026-0074,8500.00,INR,2026-08-07T15:23:00Z,captured,Razorpay payment captured for ORD-2026-0074
RAZORPAY,pay_DRHwi41XJOLlX9,ORD-2026-0075,16700.00,INR,2026-08-07T17:28:00Z,captured,Razorpay payment captured for ORD-2026-0075
RAZORPAY,pay_mO9JriOtNIfGPk,ORD-2026-0076,15000.00,INR,2026-08-07T19:16:00Z,captured,Razorpay payment captured for ORD-2026-0076
RAZORPAY,pay_ObF4OIsP9tEpZZ,ORD-2026-0077,39700.50,INR,2026-08-07T21:39:00Z,captured,Razorpay payment captured for ORD-2026-0077
RAZORPAY,pay_ziWxGJgupDhrCp,ORD-2026-0078,37200.00,INR,2026-08-07T23:22:00Z,captured,Razorpay payment captured for ORD-2026-0078
RAZORPAY,pay_4tFbf8zGD9pnLw,ORD-2026-0079,26000.50,INR,2026-08-08T01:31:00Z,captured,Razorpay payment captured for ORD-2026-0079
RAZORPAY,pay_czdKJmxJseyGCW,ORD-2026-0080,39600.50,INR,2026-08-08T03:23:00Z,captured,Razorpay payment captured for ORD-2026-0080
RAZORPAY,pay_ccciTvZEHDjM5G,ORD-2026-0081,31300.50,INR,2026-08-08T05:32:00Z,captured,Razorpay payment captured for ORD-2026-0081
RAZORPAY,pay_xvRhALtY5U3SOb,ORD-2026-0082,15800.50,INR,2026-08-08T07:01:00Z,captured,Razorpay payment captured for ORD-2026-0082
RAZORPAY,pay_K8ShmbCuAjASnA,ORD-2026-0083,35300.00,INR,2026-08-08T09:02:00Z,captured,Razorpay payment captured for ORD-2026-0083
RAZORPAY,pay_wRX3URPZSqNEm9,ORD-2026-0084,24000.00,INR,2026-08-08T11:34:00Z,captured,Razorpay payment captured for ORD-2026-0084
RAZORPAY,pay_0w9XZjscs9Tfw7,ORD-2026-0085,6700.50,INR,2026-08-08T13:25:00Z,captured,Razorpay payment captured for ORD-2026-0085
RAZORPAY,pay_odgAvTEgRXia9J,ORD-2026-0086,3000.00,INR,2026-08-08T15:40:00Z,captured,Razorpay payment captured for ORD-2026-0086
RAZORPAY,pay_1zYFl7V937s4ca,ORD-2026-0087,21800.00,INR,2026-08-08T17:02:00Z,captured,Razorpay payment captured for ORD-2026-0087
RAZORPAY,pay_kUDPqTlaVvYsKR,ORD-2026-0088,10300.00,INR,2026-08-08T19:21:00Z,captured,Razorpay payment captured for ORD-2026-0088
RAZORPAY,pay_ypCWr9vtLUKaqP,ORD-2026-0089,13200.00,INR,2026-08-08T21:16:00Z,captured,Razorpay payment captured for ORD-2026-0089
RAZORPAY,pay_EjDVMxASJ6EWIZ,ORD-2026-0090,11800.00,INR,2026-08-08T23:08:00Z,captured,Razorpay payment captured for ORD-2026-0090
RAZORPAY,pay_u2HChRnTLFf5GC,ORD-2026-0091,27900.00,INR,2026-08-09T01:10:00Z,captured,Razorpay payment captured for ORD-2026-0091
RAZORPAY,pay_ecBwSeId75e7Ec,ORD-2026-0092,600.00,INR,2026-08-09T03:37:00Z,captured,Razorpay payment captured for ORD-2026-0092
RAZORPAY,pay_zHiUo1aWbtDRUI,ORD-2026-0093,6500.00,INR,2026-08-09T05:34:00Z,captured,Razorpay payment captured for ORD-2026-0093
RAZORPAY,pay_negMcCMRT3dpVc,ORD-2026-0094,39700.00,INR,2026-08-09T07:15:00Z,captured,Razorpay payment captured for ORD-2026-0094
RAZORPAY,pay_oAtrdJ8L4V6lOR,ORD-2026-0095,15900.00,INR,2026-08-09T09:33:00Z,captured,Razorpay payment captured for ORD-2026-0095
RAZORPAY,pay_2ot2TjZD6dJA9A,ORD-2026-0096,39100.50,INR,2026-08-09T11:15:00Z,captured,Razorpay payment captured for ORD-2026-0096
RAZORPAY,pay_Mc3emZWLUQJnEn,ORD-2026-0097,14200.50,INR,2026-08-09T13:38:00Z,captured,Razorpay payment captured for ORD-2026-0097
RAZORPAY,pay_PwtqxG4FDgZUEW,ORD-2026-0098,19900.50,INR,2026-08-09T15:34:00Z,captured,Razorpay payment captured for ORD-2026-0098
RAZORPAY,pay_oyK1pFJP8RvqW0,ORD-2026-0099,8300.00,INR,2026-08-09T17:21:00Z,captured,Razorpay payment captured for ORD-2026-0099
RAZORPAY,pay_Ai1OoeTjanGDxd,ORD-2026-0100,34700.00,INR,2026-08-09T19:00:00Z,captured,Razorpay payment captured for ORD-2026-0100
RAZORPAY,pay_0SRBZ86lg6gHjp,ORD-2026-0101,15100.00,INR,2026-08-09T21:32:00Z,captured,Razorpay payment captured for ORD-2026-0101
RAZORPAY,pay_fzyyJEdOaSkfF2,ORD-2026-0102,15800.00,INR,2026-08-09T23:02:00Z,captured,Razorpay payment captured for ORD-2026-0102
RAZORPAY,pay_72ub9nLjW0T0z7,ORD-2026-0103,28300.00,INR,2026-08-10T01:11:00Z,captured,Razorpay payment captured for ORD-2026-0103
RAZORPAY,pay_1evMXN9MzXubOr,ORD-2026-0104,5500.50,INR,2026-08-10T03:14:00Z,captured,Razorpay payment captured for ORD-2026-0104
RAZORPAY,pay_rjyTYOjVyuxgfa,ORD-2026-0105,37000.00,INR,2026-08-10T05:05:00Z,captured,Razorpay payment captured for ORD-2026-0105
RAZORPAY,pay_JfMMYu3yasAyXf,ORD-2026-0106,1800.00,INR,2026-08-10T07:22:00Z,captured,Razorpay payment captured for ORD-2026-0106
RAZORPAY,pay_AtEYexq8pUOFMN,ORD-2026-0107,9000.50,INR,2026-08-10T09:17:00Z,captured,Razorpay payment captured for ORD-2026-0107
RAZORPAY,pay_uM8SmEul9z9usV,ORD-2026-0108,33800.00,INR,2026-08-10T11:19:00Z,captured,Razorpay payment captured for ORD-2026-0108
RAZORPAY,pay_CZs1Se02YYARFi,ORD-2026-0109,1800.50,INR,2026-08-10T13:13:00Z,captured,Razorpay payment captured for ORD-2026-0109
RAZORPAY,pay_MO6fgXpQQwkPNc,ORD-2026-0110,2300.00,INR,2026-08-10T15:34:00Z,captured,Razorpay payment captured for ORD-2026-0110
RAZORPAY,pay_DXRLSGjwbEgsA6,ORD-2026-0111,19600.50,INR,2026-08-08T01:00:00Z,captured,Payment captured ORD-2026-0111
RAZORPAY,pay_USCuetcZThb2vP,ORD-2026-0112,5400.50,INR,2026-08-08T02:00:00Z,captured,Payment captured ORD-2026-0112
RAZORPAY,pay_lOQBzbVN4mCLBy,ORD-2026-0113,21200.00,INR,2026-08-08T03:00:00Z,captured,Payment captured ORD-2026-0113
RAZORPAY,pay_qQ3FH9OuMyNzLh,ORD-2026-0114,23900.00,INR,2026-08-08T04:00:00Z,captured,Payment captured ORD-2026-0114
RAZORPAY,pay_hlxSjGyAMiKyBl,ORD-2026-0115,12700.00,INR,2026-08-08T05:00:00Z,captured,Payment captured ORD-2026-0115
RAZORPAY,pay_8aFim0y9JGPFAR,ORD-2026-0116,3200.00,INR,2026-08-08T06:00:00Z,captured,Payment captured ORD-2026-0116
RAZORPAY,pay_kXDKVXXFJGhKhr,ORD-2026-0117,12000.00,INR,2026-08-08T07:00:00Z,captured,Payment captured ORD-2026-0117
RAZORPAY,pay_w30fC3hXZpnZVL,ORD-2026-0118,23500.00,INR,2026-08-08T08:00:00Z,captured,Payment captured ORD-2026-0118
RAZORPAY,pay_uTssKr82G5R0gi,ORD-2026-0119,14800.00,INR,2026-08-09T09:00:00Z,captured,Payment captured ORD-2026-0119
RAZORPAY,pay_La3X2UfUDOQSw2,ORD-2026-0120,25400.00,INR,2026-08-09T10:00:00Z,captured,Payment captured ORD-2026-0120
RAZORPAY,pay_a9BmS6i4Ptk374,ORD-2026-0121,23000.50,INR,2026-08-09T11:00:00Z,captured,Payment captured ORD-2026-0121
RAZORPAY,pay_0h3BSiEeoyfUZg,ORD-2026-0122,900.00,INR,2026-08-09T12:00:00Z,captured,Payment captured ORD-2026-0122
RAZORPAY,pay_LUyw9BuYiprPfp,ORD-2026-0123,7600.00,INR,2026-08-09T13:00:00Z,captured,Payment captured ORD-2026-0123
RAZORPAY,pay_7uiy31KAxIRlWE,ORD-2026-0124,1100.00,INR,2026-08-09T14:00:00Z,captured,Payment captured ORD-2026-0124
RAZORPAY,pay_ZjIuzLOW1PRPet,ORD-2026-0125,4500.00,INR,2026-08-10T15:00:00Z,captured,Payment captured ORD-2026-0125
RAZORPAY,pay_U92pdpf7BhDNMd,ORD-2026-0126,36200.50,INR,2026-08-10T16:00:00Z,captured,Payment captured ORD-2026-0126
RAZORPAY,pay_haTiSakF8wHHY0,ORD-2026-0127,16300.00,INR,2026-08-10T17:00:00Z,captured,Payment captured ORD-2026-0127
RAZORPAY,pay_kxiVX3rU4hX5bv,ORD-2026-0128,37400.00,INR,2026-08-10T18:00:00Z,captured,Payment captured ORD-2026-0128
RAZORPAY,pay_HeqTKOeFDGxdF2,ORD-2026-0129,22400.00,INR,2026-08-10T19:00:00Z,captured,Payment captured ORD-2026-0129
RAZORPAY,pay_xkqXg5KRUhoVGa,ORD-2026-0130,29500.00,INR,2026-08-10T20:00:00Z,captured,Payment captured ORD-2026-0130
RAZORPAY,pay_pcExy6jl792cJZ,ORD-2026-0131,2700.00,INR,2026-08-10T21:00:00Z,captured,Payment captured ORD-2026-0131
RAZORPAY,pay_oupA6Uur0eKxhG,ORD-2026-0132,37000.50,INR,2026-08-10T22:00:00Z,captured,Payment captured ORD-2026-0132
RAZORPAY,pay_loZHc9ze4D3sX2,ORD-2026-0133,34900.00,INR,2026-08-11T23:00:00Z,captured,Payment captured ORD-2026-0133
RAZORPAY,pay_LFXXmU5IWYpja7,ORD-2026-0134,24200.00,INR,2026-08-12T00:00:00Z,captured,Payment captured ORD-2026-0134
RAZORPAY,pay_9djTrfc6o52HAS,ORD-2026-0135,21900.50,INR,2026-08-12T01:00:00Z,captured,Payment captured ORD-2026-0135
RAZORPAY,pay_psq2u7ZzS1VuuC,ORD-2026-0136,34400.00,INR,2026-08-12T02:00:00Z,captured,Payment captured ORD-2026-0136
RAZORPAY,pay_Iw9XnCtDq2hfkZ,ORD-2026-0137,21300.00,INR,2026-08-12T03:00:00Z,captured,Payment captured ORD-2026-0137
RAZORPAY,pay_b8z2CJVJpgDgZY,ORD-2026-0138,13800.00,INR,2026-08-12T04:00:00Z,captured,Payment captured ORD-2026-0138
RAZORPAY,pay_m5PCZif521Zvhc,ORD-2026-0139,4300.00,INR,2026-08-13T05:00:00Z,captured,Payment captured ORD-2026-0139
RAZORPAY,pay_rC4jcNNNpPsFA4,ORD-2026-0140,11400.00,INR,2026-08-13T06:00:00Z,captured,Payment captured ORD-2026-0140
RAZORPAY,pay_EIYFw6KGuyrlbu,ORD-2026-0141,1400.50,INR,2026-08-13T07:00:00Z,captured,Payment captured ORD-2026-0141
RAZORPAY,pay_I0Y6VdW8oK2Zyw,ORD-2026-0142,13100.00,INR,2026-08-13T08:00:00Z,captured,Payment captured ORD-2026-0142
RAZORPAY,pay_ItlFcfdoMobHEa,ORD-2026-0143,29300.00,INR,2026-08-13T09:00:00Z,captured,Payment captured ORD-2026-0143
RAZORPAY,pay_xT8QzLgvtuikU8,ORD-2026-0144,6100.00,INR,2026-08-13T10:00:00Z,captured,Payment captured ORD-2026-0144
RAZORPAY,pay_Ua8S8Kz2X9KclM,ORD-2026-0145,38000.00,INR,2026-08-15T11:00:00Z,captured,Captured 38000.00 for ORD-2026-0145; customer later disputed in-app
RAZORPAY,pay_OU4vCaqnpSewqY,ORD-2026-0146,9000.00,INR,2026-08-15T12:00:00Z,captured,Captured 9000.00 for ORD-2026-0146; customer later disputed in-app
RAZORPAY,pay_PWRokCeZ2csbuq,ORD-2026-0147,19700.00,INR,2026-08-15T13:00:00Z,captured,Captured 19700.00 for ORD-2026-0147; customer later disputed in-app
RAZORPAY,pay_kM4BkdgvnmASJU,ORD-2026-0148,25200.00,INR,2026-08-15T14:00:00Z,captured,Captured 25200.00 for ORD-2026-0148; customer later disputed in-app
RAZORPAY,pay_fs0QOMEmgbnkOs,ORD-2026-0149,3200.00,INR,2026-08-15T15:00:00Z,captured,Captured 3200.00 for ORD-2026-0149; customer later disputed in-app
RAZORPAY,pay_CcqCDqo1rKdjWS,ORD-2026-0150,19400.50,INR,2026-08-15T16:00:00Z,captured,Captured 19400.50 for ORD-2026-0150; customer later disputed in-app
