source,source_txn_id,order_ref,amount,currency,txn_time,status,description
LEDGER,JE-2026-0030-R,ORD-2026-0029,17900.00,INR,2026-08-03T23:54:00Z,posted,Sales receipt posted ORD-2026-0029
LEDGER,JE-2026-0031-R,ORD-2026-0030,28800.00,INR,2026-08-04T00:57:00Z,posted,Sales receipt posted ORD-2026-0030
LEDGER,JE-2026-0032-R,ORD-2026-0031,12100.00,INR,2026-08-04T01:55:00Z,posted,Sales receipt posted ORD-2026-0031
LEDGER,JE-2026-0033-R,ORD-2026-0032,3800.50,INR,2026-08-04T05:04:00Z,posted,Sales receipt posted ORD-2026-0032
LEDGER,JE-2026-0034-R,ORD-2026-0033,29600.00,INR,2026-08-04T07:50:00Z,posted,Sales receipt posted ORD-2026-0033
LEDGER,JE-2026-0035-R,ORD-2026-0034,4100.00,INR,2026-08-04T09:14:00Z,posted,Sales receipt posted ORD-2026-0034
LEDGER,JE-2026-0036-R,ORD-2026-0035,14400.50,INR,2026-08-04T12:25:00Z,posted,Sales receipt posted ORD-2026-0035
LEDGER,JE-2026-0037-R,ORD-2026-0036,25600.00,INR,2026-08-04T13:30:00Z,posted,Sales receipt posted ORD-2026-0036
LEDGER,JE-2026-0038-R,ORD-2026-0037,3200.00,INR,2026-08-04T14:45:00Z,posted,Sales receipt posted ORD-2026-0037
LEDGER,JE-2026-0039-R,ORD-2026-0038,6300.50,INR,2026-08-04T17:31:00Z,posted,Sales receipt posted ORD-2026-0038
LEDGER,JE-2026-0040-R,ORD-2026-0039,14100.00,INR,2026-08-04T19:34:00Z,posted,Sales receipt posted ORD-2026-0039
LEDGER,JE-2026-0041-R,ORD-2026-0040,36600.50,INR,2026-08-04T22:18:00Z,posted,Sales receipt posted ORD-2026-0040
LEDGER,JE-2026-0042-R,ORD-2026-0041,35900.50,INR,2026-08-04T22:36:00Z,posted,Sales receipt posted ORD-2026-0041
LEDGER,JE-2026-0043-R,ORD-2026-0042,1900.00,INR,2026-08-05T01:32:00Z,posted,Sales receipt posted ORD-2026-0042
LEDGER,JE-2026-0044-R,ORD-2026-0043,13500.00,INR,2026-08-05T02:59:00Z,posted,Sales receipt posted ORD-2026-0043
LEDGER,JE-2026-0045-R,ORD-2026-0044,1600.50,INR,2026-08-05T03:40:00Z,posted,Sales receipt posted ORD-2026-0044
LEDGER,JE-2026-0046-R,ORD-2026-0045,30100.00,INR,2026-08-05T07:45:00Z,posted,Sales receipt posted ORD-2026-0045
LEDGER,JE-2026-0047-R,ORD-2026-0046,19200.00,INR,2026-08-05T09:24:00Z,posted,Sales receipt posted ORD-2026-0046
LEDGER,JE-2026-0048-R,ORD-2026-0047,6400.00,INR,2026-08-05T11:10:00Z,posted,Sales receipt posted ORD-2026-0047
LEDGER,JE-2026-0049-R,ORD-2026-0048,23200.00,INR,2026-08-05T14:08:00Z,posted,Sales receipt posted ORD-2026-0048
LEDGER,JE-2026-0050-R,ORD-2026-0049,11500.00,INR,2026-08-05T15:23:00Z,posted,Sales receipt posted ORD-2026-0049
LEDGER,JE-2026-0051-R,ORD-2026-0050,27400.00,INR,2026-08-05T16:41:00Z,posted,Sales receipt posted ORD-2026-0050
LEDGER,JE-2026-0052-R,ORD-2026-0051,31600.00,INR,2026-08-05T19:05:00Z,posted,Sales receipt posted ORD-2026-0051
LEDGER,JE-2026-0053-R,ORD-2026-0052,37800.00,INR,2026-08-05T21:05:00Z,posted,Sales receipt posted ORD-2026-0052
LEDGER,JE-2026-0054-R,ORD-2026-0053,34500.50,INR,2026-08-05T23:53:00Z,posted,Sales receipt posted ORD-2026-0053
LEDGER,JE-2026-0055-R,ORD-2026-0054,34100.00,INR,2026-08-06T00:35:00Z,posted,Sales receipt posted ORD-2026-0054
LEDGER,JE-2026-0056-R,ORD-2026-0055,37400.00,INR,2026-08-06T04:22:00Z,posted,Sales receipt posted ORD-2026-0055
LEDGER,JE-2026-0057-R,ORD-2026-0056,25400.00,INR,2026-08-06T03:35:00Z,posted,Sales receipt posted ORD-2026-0056
LEDGER,JE-2026-0058-R,ORD-2026-0057,20800.00,INR,2026-08-06T08:12:00Z,posted,Sales receipt posted ORD-2026-0057
LEDGER,JE-2026-0059-R,ORD-2026-0058,21000.00,INR,2026-08-06T08:25:00Z,posted,Sales receipt posted ORD-2026-0058
LEDGER,JE-2026-0060-R,ORD-2026-0059,40000.50,INR,2026-08-06T11:03:00Z,posted,Sales receipt posted ORD-2026-0059
LEDGER,JE-2026-0061-R,ORD-2026-0060,24100.50,INR,2026-08-06T11:43:00Z,posted,Sales receipt posted ORD-2026-0060
LEDGER,JE-2026-0062-R,ORD-2026-0061,18000.00,INR,2026-08-06T14:51:00Z,posted,Sales receipt posted ORD-2026-0061
LEDGER,JE-2026-0063-R,ORD-2026-0062,37500.00,INR,2026-08-06T16:55:00Z,posted,Sales receipt posted ORD-2026-0062
LEDGER,JE-2026-0064-R,ORD-2026-0063,9700.00,INR,2026-08-06T19:28:00Z,posted,Sales receipt posted ORD-2026-0063
LEDGER,JE-2026-0065-R,ORD-2026-0064,2700.50,INR,2026-08-06T22:12:00Z,posted,Sales receipt posted ORD-2026-0064
LEDGER,JE-2026-0066-R,ORD-2026-0065,7500.00,INR,2026-08-06T22:59:00Z,posted,Sales receipt posted ORD-2026-0065
LEDGER,JE-2026-0067-R,ORD-2026-0066,26200.00,INR,2026-08-07T00:08:00Z,posted,Sales receipt posted ORD-2026-0066
LEDGER,JE-2026-0068-R,ORD-2026-0067,28500.50,INR,2026-08-07T02:23:00Z,posted,Sales receipt posted ORD-2026-0067
LEDGER,JE-2026-0069-R,ORD-2026-0068,29700.50,INR,2026-08-07T04:00:00Z,posted,Sales receipt posted ORD-2026-0068
LEDGER,JE-2026-0070-R,ORD-2026-0069,2700.00,INR,2026-08-07T06:53:00Z,posted,Sales receipt posted ORD-2026-0069
LEDGER,JE-2026-0071-R,ORD-2026-0070,2300.00,INR,2026-08-07T10:07:00Z,posted,Sales receipt posted ORD-2026-0070
LEDGER,JE-2026-0072-R,ORD-2026-0071,9700.00,INR,2026-08-07T10:11:00Z,posted,Sales receipt posted ORD-2026-0071
LEDGER,JE-2026-0073-R,ORD-2026-0072,31600.50,INR,2026-08-07T11:46:00Z,posted,Sales receipt posted ORD-2026-0072
LEDGER,JE-2026-0074-R,ORD-2026-0073,1800.00,INR,2026-08-07T15:02:00Z,posted,Sales receipt posted ORD-2026-0073
LEDGER,JE-2026-0075-R,ORD-2026-0074,8500.00,INR,2026-08-07T16:10:00Z,posted,Sales receipt posted ORD-2026-0074
LEDGER,JE-2026-0076-R,ORD-2026-0075,16700.00,INR,2026-08-07T19:55:00Z,posted,Sales receipt posted ORD-2026-0075
LEDGER,JE-2026-0077-R,ORD-2026-0076,15000.00,INR,2026-08-07T20:24:00Z,posted,Sales receipt posted ORD-2026-0076
LEDGER,JE-2026-0078-R,ORD-2026-0077,39700.50,INR,2026-08-07T23:14:00Z,posted,Sales receipt posted ORD-2026-0077
LEDGER,JE-2026-0079-R,ORD-2026-0078,37200.00,INR,2026-08-08T00:17:00Z,posted,Sales receipt posted ORD-2026-0078
LEDGER,JE-2026-0080-R,ORD-2026-0079,26000.50,INR,2026-08-08T03:19:00Z,posted,Sales receipt posted ORD-2026-0079
LEDGER,JE-2026-0081-R,ORD-2026-0080,39600.50,INR,2026-08-08T04:28:00Z,posted,Sales receipt posted ORD-2026-0080
LEDGER,JE-2026-0082-R,ORD-2026-0081,31300.50,INR,2026-08-08T08:11:00Z,posted,Sales receipt posted ORD-2026-0081
LEDGER,JE-2026-0083-R,ORD-2026-0082,15800.50,INR,2026-08-08T07:53:00Z,posted,Sales receipt posted ORD-2026-0082
LEDGER,JE-2026-0084-R,ORD-2026-0083,35300.00,INR,2026-08-08T10:01:00Z,posted,Sales receipt posted ORD-2026-0083
LEDGER,JE-2026-0085-R,ORD-2026-0084,24000.00,INR,2026-08-08T13:02:00Z,posted,Sales receipt posted ORD-2026-0084
LEDGER,JE-2026-0086-R,ORD-2026-0085,6700.50,INR,2026-08-08T14:42:00Z,posted,Sales receipt posted ORD-2026-0085
LEDGER,JE-2026-0087-R,ORD-2026-0086,3000.00,INR,2026-08-08T16:39:00Z,posted,Sales receipt posted ORD-2026-0086
LEDGER,JE-2026-0088-R,ORD-2026-0087,21800.00,INR,2026-08-08T18:26:00Z,posted,Sales receipt posted ORD-2026-0087
LEDGER,JE-2026-0089-R,ORD-2026-0088,10300.00,INR,2026-08-08T20:58:00Z,posted,Sales receipt posted ORD-2026-0088
LEDGER,JE-2026-0090-R,ORD-2026-0089,13200.00,INR,2026-08-09T00:08:00Z,posted,Sales receipt posted ORD-2026-0089
LEDGER,JE-2026-0091-R,ORD-2026-0090,11800.00,INR,2026-08-09T01:49:00Z,posted,Sales receipt posted ORD-2026-0090
LEDGER,JE-2026-0092-R,ORD-2026-0091,27900.00,INR,2026-08-09T02:30:00Z,posted,Sales receipt posted ORD-2026-0091
LEDGER,JE-2026-0093-R,ORD-2026-0092,600.00,INR,2026-08-09T05:21:00Z,posted,Sales receipt posted ORD-2026-0092
LEDGER,JE-2026-0094-R,ORD-2026-0093,6500.00,INR,2026-08-09T08:26:00Z,posted,Sales receipt posted ORD-2026-0093
LEDGER,JE-2026-0095-R,ORD-2026-0094,39700.00,INR,2026-08-09T08:30:00Z,posted,Sales receipt posted ORD-2026-0094
LEDGER,JE-2026-0096-R,ORD-2026-0095,15900.00,INR,2026-08-09T10:35:00Z,posted,Sales receipt posted ORD-2026-0095
LEDGER,JE-2026-0097-R,ORD-2026-0096,39100.50,INR,2026-08-09T11:43:00Z,posted,Sales receipt posted ORD-2026-0096
LEDGER,JE-2026-0098-R,ORD-2026-0097,14200.50,INR,2026-08-09T15:05:00Z,posted,Sales receipt posted ORD-2026-0097
LEDGER,JE-2026-0099-R,ORD-2026-0098,19900.50,INR,2026-08-09T17:04:00Z,posted,Sales receipt posted ORD-2026-0098
LEDGER,JE-2026-0100-R,ORD-2026-0099,8300.00,INR,2026-08-09T17:55:00Z,posted,Sales receipt posted ORD-2026-0099
LEDGER,JE-2026-0101-R,ORD-2026-0100,34700.00,INR,2026-08-09T21:32:00Z,posted,Sales receipt posted ORD-2026-0100
LEDGER,JE-2026-0102-R,ORD-2026-0101,15100.00,INR,2026-08-09T22:44:00Z,posted,Sales receipt posted ORD-2026-0101
LEDGER,JE-2026-0103-R,ORD-2026-0102,15800.00,INR,2026-08-10T00:28:00Z,posted,Sales receipt posted ORD-2026-0102
LEDGER,JE-2026-0104-R,ORD-2026-0103,28300.00,INR,2026-08-10T01:39:00Z,posted,Sales receipt posted ORD-2026-0103
LEDGER,JE-2026-0105-R,ORD-2026-0104,5500.50,INR,2026-08-10T04:32:00Z,posted,Sales receipt posted ORD-2026-0104
LEDGER,JE-2026-0106-R,ORD-2026-0105,37000.00,INR,2026-08-10T05:46:00Z,posted,Sales receipt posted ORD-2026-0105
LEDGER,JE-2026-0107-R,ORD-2026-0106,1800.00,INR,2026-08-10T07:53:00Z,posted,Sales receipt posted ORD-2026-0106
LEDGER,JE-2026-0108-R,ORD-2026-0107,9000.50,INR,2026-08-10T11:22:00Z,posted,Sales receipt posted ORD-2026-0107
LEDGER,JE-2026-0109-R,ORD-2026-0108,33800.00,INR,2026-08-10T13:54:00Z,posted,Sales receipt posted ORD-2026-0108
LEDGER,JE-2026-0110-R,ORD-2026-0109,1800.50,INR,2026-08-10T15:47:00Z,posted,Sales receipt posted ORD-2026-0109
LEDGER,JE-2026-0111-R,ORD-2026-0110,2300.00,INR,2026-08-10T17:43:00Z,posted,Sales receipt posted ORD-2026-0110
LEDGER,JE-2026-0112-R,ORD-2026-0111,19600.50,INR,2026-08-08T02:00:00Z,posted,Gross sales receipt ORD-2026-0111
LEDGER,JE-2026-0113-R,ORD-2026-0112,5400.50,INR,2026-08-08T03:00:00Z,posted,Gross sales receipt ORD-2026-0112
LEDGER,JE-2026-0114-R,ORD-2026-0113,21200.00,INR,2026-08-08T04:00:00Z,posted,Gross sales receipt ORD-2026-0113
LEDGER,JE-2026-0115-R,ORD-2026-0114,23900.00,INR,2026-08-08T05:00:00Z,posted,Gross sales receipt ORD-2026-0114
LEDGER,JE-2026-0116-R,ORD-2026-0115,12700.00,INR,2026-08-08T06:00:00Z,posted,Gross sales receipt ORD-2026-0115
LEDGER,JE-2026-0117-R,ORD-2026-0116,3200.00,INR,2026-08-08T07:00:00Z,posted,Gross sales receipt ORD-2026-0116
LEDGER,JE-2026-0118-R,ORD-2026-0117,12000.00,INR,2026-08-08T08:00:00Z,posted,Gross sales receipt ORD-2026-0117
LEDGER,JE-2026-0119-R,ORD-2026-0118,23500.00,INR,2026-08-08T09:00:00Z,posted,Gross sales receipt ORD-2026-0118
LEDGER,JE-2026-0120-R,ORD-2026-0119,14800.00,INR,2026-08-09T10:00:00Z,posted,Sales receipt ORD-2026-0119
LEDGER,JE-2026-0121-R,ORD-2026-0120,25400.00,INR,2026-08-09T11:00:00Z,posted,Sales receipt ORD-2026-0120
LEDGER,JE-2026-0122-R,ORD-2026-0121,23000.50,INR,2026-08-09T12:00:00Z,posted,Sales receipt ORD-2026-0121
LEDGER,JE-2026-0123-R,ORD-2026-0122,900.00,INR,2026-08-09T13:00:00Z,posted,Sales receipt ORD-2026-0122
LEDGER,JE-2026-0124-R,ORD-2026-0123,7600.00,INR,2026-08-09T14:00:00Z,posted,Sales receipt ORD-2026-0123
LEDGER,JE-2026-0125-R,ORD-2026-0124,1100.00,INR,2026-08-09T15:00:00Z,posted,Sales receipt ORD-2026-0124
LEDGER,JE-2026-0126-R,ORD-2026-0125,4500.00,INR,2026-08-10T15:40:00Z,posted,"Sales receipt posted, bank not yet received ORD-2026-0125"
LEDGER,JE-2026-0127-R,ORD-2026-0126,36200.50,INR,2026-08-10T16:40:00Z,posted,"Sales receipt posted, bank not yet received ORD-2026-0126"
LEDGER,JE-2026-0128-R,ORD-2026-0127,16300.00,INR,2026-08-10T17:40:00Z,posted,"Sales receipt posted, bank not yet received ORD-2026-0127"
LEDGER,JE-2026-0129-R,ORD-2026-0128,37400.00,INR,2026-08-10T18:40:00Z,posted,"Sales receipt posted, bank not yet received ORD-2026-0128"
LEDGER,JE-2026-0130-R,ORD-2026-0129,22400.00,INR,2026-08-10T19:40:00Z,posted,"Sales receipt posted, bank not yet received ORD-2026-0129"
LEDGER,JE-2026-0131-R,ORD-2026-0130,29500.00,INR,2026-08-10T20:40:00Z,posted,"Sales receipt posted, bank not yet received ORD-2026-0130"
LEDGER,JE-2026-0132-R,ORD-2026-0131,2700.00,INR,2026-08-10T21:40:00Z,posted,"Sales receipt posted, bank not yet received ORD-2026-0131"
LEDGER,JE-2026-0133-R,ORD-2026-0132,37000.50,INR,2026-08-10T22:40:00Z,posted,"Sales receipt posted, bank not yet received ORD-2026-0132"
LEDGER,JE-2026-0134-R,ORD-2026-0133,34900.00,INR,2026-08-12T01:00:00Z,posted,Sales receipt ORD-2026-0133
LEDGER,JE-2026-0135-R,ORD-2026-0134,24200.00,INR,2026-08-12T02:00:00Z,posted,Sales receipt ORD-2026-0134
LEDGER,JE-2026-0136-R,ORD-2026-0135,21900.50,INR,2026-08-12T03:00:00Z,posted,Sales receipt ORD-2026-0135
LEDGER,JE-2026-0137-R,ORD-2026-0136,34400.00,INR,2026-08-12T04:00:00Z,posted,Sales receipt ORD-2026-0136
LEDGER,JE-2026-0138-R,ORD-2026-0137,21300.00,INR,2026-08-12T05:00:00Z,posted,Sales receipt ORD-2026-0137
LEDGER,JE-2026-0139-R,ORD-2026-0138,13800.00,INR,2026-08-12T06:00:00Z,posted,Sales receipt ORD-2026-0138
LEDGER,JE-2026-0140-R,ORD-2026-0139,3800.00,INR,2026-08-13T06:00:00Z,posted,Ledger booking 3800.00 does not match cash 4300.00 for ORD-2026-0139
LEDGER,JE-2026-0141-R,ORD-2026-0140,10400.00,INR,2026-08-13T07:00:00Z,posted,Ledger booking 10400.00 does not match cash 11400.00 for ORD-2026-0140
LEDGER,JE-2026-0142-R,ORD-2026-0141,400.50,INR,2026-08-13T08:00:00Z,posted,Ledger booking 400.50 does not match cash 1400.50 for ORD-2026-0141
LEDGER,JE-2026-0143-R,ORD-2026-0142,12100.00,INR,2026-08-13T09:00:00Z,posted,Ledger booking 12100.00 does not match cash 13100.00 for ORD-2026-0142
LEDGER,JE-2026-0144-R,ORD-2026-0143,27800.00,INR,2026-08-13T10:00:00Z,posted,Ledger booking 27800.00 does not match cash 29300.00 for ORD-2026-0143
LEDGER,JE-2026-0145-R,ORD-2026-0144,5600.00,INR,2026-08-13T11:00:00Z,posted,Ledger booking 5600.00 does not match cash 6100.00 for ORD-2026-0144
LEDGER,JE-2026-0146-R,ORD-2026-0145,37981.00,INR,2026-08-16T22:00:00Z,posted,Ledger 37981.00 for ORD-2026-0145 with contra note: split across another invoice
LEDGER,JE-2026-0147-R,ORD-2026-0146,8933.00,INR,2026-08-16T23:00:00Z,posted,Ledger 8933.00 for ORD-2026-0146 with contra note: split across another invoice
LEDGER,JE-2026-0148-R,ORD-2026-0147,19633.00,INR,2026-08-17T00:00:00Z,posted,Ledger 19633.00 for ORD-2026-0147 with contra note: split across another invoice
LEDGER,JE-2026-0149-R,ORD-2026-0148,25133.00,INR,2026-08-17T01:00:00Z,posted,Ledger 25133.00 for ORD-2026-0148 with contra note: split across another invoice
LEDGER,JE-2026-0150-R,ORD-2026-0149,3159.00,INR,2026-08-17T02:00:00Z,posted,Ledger 3159.00 for ORD-2026-0149 with contra note: split across another invoice
LEDGER,JE-2026-0151-R,ORD-2026-0150,19381.50,INR,2026-08-17T03:00:00Z,posted,Ledger 19381.50 for ORD-2026-0150 with contra note: split across another invoice
